Wall time,Step,Value
1671622756.6240356,108000,27000.0
1671622764.7663965,109000,27000.0
1671622773.0349994,110000,27000.0
1671622781.3533113,111000,27000.0
1671622789.680277,112000,27000.0
1671622797.6787534,113000,27000.0
1671622805.9109383,114000,27000.0
1671622814.0401206,115000,27000.0
1671622822.3118923,116000,27000.0
1671622830.4054406,117000,27000.0
1671622838.7565029,118000,27000.0
1671622847.118321,119000,27000.0
1671622855.289866,120000,27000.0
1671622863.3930721,121000,27000.0
1671622871.6164508,122000,27000.0
1671622879.8514345,123000,27000.0
1671622888.0600657,124000,27000.0
1671622896.3987238,125000,27000.0
1671622904.5178854,126000,27000.0
1671622913.1316204,127000,27000.0
1671622921.2812445,128000,27000.0
1671622929.53097,129000,27000.0
1671622937.5766308,130000,27000.0
1671622946.004082,131000,27000.0
1671622954.2209494,132000,27000.0
1671622962.3918586,133000,27000.0
1671622970.4075067,134000,27000.0
1671622978.9916358,135000,27000.0
1671622987.0088522,136000,27000.0
1671622995.354649,137000,27000.0
1671623003.4488,138000,27000.0
1671623011.8669019,139000,27000.0
1671623019.931514,140000,27000.0
1671623028.2505622,141000,27000.0
1671623036.2452722,142000,27000.0
1671623044.7048056,143000,27000.0
1671623052.7964494,144000,27000.0
1671623061.0524187,145000,27000.0
1671623069.2317472,146000,27000.0
1671623077.582283,147000,27000.0
1671623085.5748982,148000,27000.0
1671623093.8429906,149000,27000.0
1671623101.8551767,150000,27000.0
1671623110.232042,151000,27000.0
1671623118.2418058,152000,27000.0
1671623126.5735407,153000,27000.0
1671623134.627294,154000,27000.0
1671623142.874204,155000,27000.0
1671623150.9142437,156000,27000.0
1671623159.2175403,157000,27000.0
1671623167.3939054,158000,27000.0
1671623175.7874954,159000,27000.0
1671623184.050662,160000,27000.0
1671623192.2815893,161000,27000.0
1671623200.568143,162000,27000.0
1671623208.6557043,163000,27000.0
1671623216.9208753,164000,27000.0
1671623224.883403,165000,27000.0
1671623233.1439772,166000,27000.0
1671623241.5088136,167000,27000.0
1671623249.8084452,168000,27000.0
1671623257.882554,169000,27000.0
1671623266.2130966,170000,27000.0
1671623274.2118163,171000,27000.0
1671623282.435646,172000,27000.0
1671623290.4983962,173000,27000.0
1671623298.7614248,174000,27000.0
1671623307.0086093,175000,27000.0
1671623315.4572713,176000,27000.0
1671623323.5994081,177000,27000.0
1671623331.9889002,178000,27000.0
1671623340.0324903,179000,27000.0
1671623348.2979858,180000,27000.0
1671623356.2244844,181000,27000.0
1671623364.4786298,182000,27000.0
1671623372.8810842,183000,27000.0
1671623381.2316647,184000,27000.0
1671623389.170579,185000,27000.0
1671623397.4408665,186000,27000.0
1671623405.4260185,187000,27000.0
1671623413.663086,188000,27000.0
1671623421.69798,189000,27000.0
1671623429.881839,190000,27000.0
1671623438.2603254,191000,27000.0
1671623446.5415566,192000,27000.0
1671623454.6535237,193000,27000.0
1671623462.9395375,194000,27000.0
1671623471.1139781,195000,27000.0
1671623479.354896,196000,27000.0
1671623487.4222314,197000,27000.0
1671623495.509588,198000,27000.0
1671623503.9318442,199000,27000.0
1671623512.0520375,200000,27000.0
1671623520.322027,201000,27000.0
1671623528.4328668,202000,27000.0
1671623536.6982334,203000,27000.0
1671623544.6852546,204000,27000.0
1671623552.926127,205000,27000.0
1671623560.8823435,206000,27000.0
1671623569.381278,207000,27000.0
1671623577.3941045,208000,27000.0
1671623585.7456415,209000,27000.0
1671623593.7887578,210000,27000.0
1671623601.9837182,211000,27000.0
1671623609.969287,212000,27000.0
1671623618.2026489,213000,27000.0
1671623626.3046014,214000,27000.0
1671623634.8455727,215000,27000.0
1671623642.9435732,216000,27000.0
1671623651.367245,217000,27000.0
1671623659.3986313,218000,27000.0
1671623667.6745782,219000,27000.0
1671623675.573847,220000,27000.0
1671623683.8683603,221000,27000.0
1671623691.8144841,222000,27000.0
1671623700.306543,223000,27000.0
1671623708.5104015,224000,27000.0
1671623716.8561752,225000,27000.0
1671623725.0028317,226000,27000.0
1671623733.2386496,227000,27000.0
1671623741.268515,228000,27000.0
1671623749.4350853,229000,27000.0
1671623757.525387,230000,27000.0
1671623766.0149717,231000,27000.0
1671623774.0500488,232000,27000.0
1671623782.2729208,233000,27000.0
1671623790.218365,234000,27000.0
1671623798.841555,235000,27000.0
1671623806.8488708,236000,27000.0
1671623815.12159,237000,27000.0
1671623823.1004891,238000,27000.0
1671623831.6998506,239000,27000.0
1671623840.008423,240000,27000.0
1671623848.1790016,241000,27000.0
1671623856.3621385,242000,27000.0
1671623864.3943465,243000,27000.0
1671623872.5892978,244000,27000.0
1671623880.6818593,245000,27000.0
1671623888.9786556,246000,27000.0
1671623897.2959032,247000,27000.0
1671623905.5290875,248000,27000.0
1671623913.6540012,249000,27000.0
1671623921.970132,250000,27000.0
